ride_id,vehicle_id,time_ride_start,time_ride_end,start_lat,start_lng,end_lat,end_lng,gross_amount
dVPK7fEkGfd3HJiYRMkj,f42vVrTOJh7yVYJACDCv,2019-05-02 19:24:01.692 UTC,2019-05-02 19:30:43.433 UTC,48.829338073730469,2.3760232925415039,48.83233642578125,2.3605866432189941,2
y9xR90cTsRdWkC2JuO0r,ZWuRqR3eNjRVEQlHPsJy,2019-05-02 12:32:39.928 UTC,2019-05-02 12:52:42.333 UTC,48.83697509765625,2.3043417930603027,48.826877593994141,2.3263616561889648,4
GSX8MZkpWEttApiFsELL,j8JnGWoM5bohbxAOzm42,2019-05-02 21:59:50.218 UTC,2019-05-02 22:08:13.39 UTC,48.888835906982422,2.2892532348632812,48.888271331787109,2.3052382469177246,2.25
